created_at,full_text
2025-09-12 03:30:28+00:00,Ojol kok bersih banget jaketnya
2025-09-11 20:18:23+00:00,Bukan ojol biasa
2025-09-11 14:24:48+00:00,"ketawain aja buzzer ini , saking susah nya nyari makan sampe jadi buzzer wkwk"
2025-09-12 00:20:47+00:00,ini orang bodoh si padahal ini menguntungkan rakyat bodo.. ojol tolol
2025-09-11 04:26:47+00:00,Mending diam lo tolol
2025-09-11 05:10:40+00:00,Jaketnya minimal dikasih debu dikit kek
2025-09-10 17:58:05+00:00,"Ojol palsu, akun buzzer termul, sama sama laknat dimata allah, tinggal tunggu azab"
2025-09-11 00:21:05+00:00,Trmull  ini mh
2025-09-11 11:51:03+00:00,Bacot..  tuh jaket baru beli di online ??!!!
2025-09-11 18:26:29+00:00,"Dek, apus postingannya. Sok pinter jd keliatan bodoh"
2025-09-11 09:46:00+00:00,Wkwkwkwkwkwkwk dongo
2025-09-11 08:36:55+00:00,"Hee kaka,sana cari sumber aer bantu mamak buat mandi adik"
2025-09-11 01:02:51+00:00,kenapa ke timur tengah bang?
2025-09-11 05:53:50+00:00,Oh ini muka Ojol yg jadi buzzer? Pendapatan berapa per video?
2025-09-10 12:40:20+00:00,KONTOL BIN TOLOL
2025-09-10 20:21:55+00:00,Wkwkwkwkwkwkk
2025-09-11 01:46:13+00:00,"Tuntutan mencabut mandat tni dari proyek pertanian tuntutan para pengusaha importir dan tengkulakdan  pejabat yg biasa korup,bukan tuntutan rakyat petani"
2025-09-11 17:33:43+00:00,"Dia bukan ojol, dan gk punya akun gojek"
2025-09-11 08:18:18+00:00,Pov : yamal udah gk main di barca
2025-09-12 18:44:00+00:00,@grok  Tolong info akün TikTok ojol Yang Ada di DALAM video
2025-09-10 11:07:27+00:00,"mana yang melemahkan, bodoh"
2025-09-11 02:07:04+00:00,"kakak OJOL ini lebih TOLOL, LEBIH GOBLOK daripada influencer yang jadi buzzer prabowo..  Tolol lu KK"
2025-09-10 23:34:04+00:00,"Ojol yang pendapatan nya 10jt /bulan, 100rb dari orderan gojek selebihnya dari orderan konten pesanan"
2025-09-11 17:06:23+00:00,para kadrun n anzing² pengikut influenzer terkaing-kaing mndengar stetmen ini. wkwkwk
2025-09-10 19:09:26+00:00,Pke baju ojol lu. Coba cek akun'y broo.. Pasti pas vermuk kena PM akun'y krn gk sinkron komuk sm data asli'y
2025-09-11 03:58:55+00:00,Ngomong opoooo
2025-09-10 19:15:40+00:00,Jaket si abang bagus ih
2025-09-10 14:48:23+00:00,"Banyak bicara kau kerja aja lu ojol,baru ketemu wapres ya begini."
2025-09-10 15:38:41+00:00,Bahahaha gak ngerti yg diomongin kyk gini nih. Halu
2025-09-10 17:35:59+00:00,Ini ojol mana sih cari woy???
2025-09-10 17:34:06+00:00,Ini termul ni yakin
2025-09-11 10:52:52+00:00,otak kosong yg di minta ngemeng depan kamera. yg penting mewakili org timur cuma dpt ongkos 500rb dah seneng. otak komponi
2025-09-10 18:59:16+00:00,"Makarnya di mana, sih? Aneh banget"
2025-09-10 22:55:42+00:00,"""koruptor itu orang orang pintar"" kalau pintar tidak tertangkap dong KK  orderan mu kurang jauh KK,sini ngopi bersama ku"
2025-09-10 22:44:00+00:00,Intel ini....
2025-09-10 14:44:42+00:00,Siapa ini ? Apa tidak bisa dibungkam mulutnya?
2025-09-10 08:44:22+00:00,Semoga Presiden  @prabowo  memperhatikan saran adik ini
2025-09-11 02:20:47+00:00,Narik aja bang...biarkan saja negri ini apa adanya biar km bisa ngojol seumur hidupmu
2025-09-11 13:06:17+00:00,Pantes dia jadi ojol
2025-09-10 14:41:51+00:00,Cair Cair
2025-09-10 13:41:39+00:00,"waduh abangnya nampak bersih dan jaketnya bagus, pasti anak wabah menganggap abang ojol sebagai intel"
2025-09-11 10:40:40+00:00,Wah udh kemana mana termul ya
2025-09-10 18:42:56+00:00,"Mending Ngojek Lagi ajjah... Kalo ketiga tuntutan itu kamu salahkan saya Lebih Bahagia Lagi.   Seperti Orba "" Tentara bisa Menduduki Jabatan Sipil Tanpa perlu keluar dari TNI""  Dan Polisi Bebas Memenjarakan bahkan membunuh Rakyat baru Bikin pembelaan spt Sinetron"
2025-09-11 02:42:29+00:00,Beneran nih ojol
2025-09-11 06:55:14+00:00,Dikira arti kembali ke barak artinya harus 100% stay di barak gitu? Gitu aja masa diartiin secara harfiah.
2025-09-10 23:35:24+00:00,Korban ketidakmerataan pendidikan
2025-09-01 03:46:28+00:00,‘17+8 Tuntutan Rakyat’ have been released.
2025-09-01 04:04:11+00:00,Lebih mungkin Arsenal juara premier league dibandingkan semua tuntutan ini dipenuhi
2025-09-01 08:40:17+00:00,Viral 17+8 Tuntutan Rakyat: Hentikan Kekerasan hingga Reformasi DPR
2025-09-01 04:11:29+00:00,"kalau terpenuhi semua, will it make us change the way we see wowo?"
2025-09-01 03:48:39+00:00,"Terima kasih atas minat Anda! ""17+8 Tuntutan Rakyat"" adalah gerakan rakyat untuk reformasi, didukung lebih dari 40.000 tanda tangan, menuntut transparansi dan hak pekerja dari pemerintahan Prabowo. Ini terkait dengan protes 2025 yang meluas di Indonesia."
2025-09-01 11:11:18+00:00,"Isi 17+8 Tuntutan Rakyat yang Dinisiasi Jerome Polin, Salsa Erwina dan Cheryl Marella di IG Story, Apa Saja?"
2025-09-01 04:05:29+00:00,"gue tampol juga nih bot india, hadeh rese banget"
2025-09-01 04:26:48+00:00,bebaskan seluruh demonstran
2025-09-01 04:00:04+00:00,"+stop dan evaluasi program MBg, udah makan anggaran banyak banget tapi SOP nya ga jelas, banyak korban keracuan."
2025-09-01 04:28:04+00:00,WHAT ARE THESE INDIAN BOTS DOING HERE??
2025-09-01 04:21:58+00:00,17+8 Tuntutan Rakyat’ have been released. this is  pretty great and cool
2025-09-01 04:16:40+00:00,"English translation of the demands, hope it helps spread awareness internationally"
2025-09-01 04:23:24+00:00,"masih general, kalau mau lebih spesifik, misalnya buat aturan gaji anggota dpr berserta tunjangannya max 10x lipat dari UMR, reformasi partai politik bisa tuntut jabatan parpol max 2x jabatan untuk regenerasi, sehingga kekuatan parpol tidak numpuk di org yg sama bertahun' dst"
2025-09-01 04:36:33+00:00,Kita liat aja berapa yg akan dipenuhi.  Lha giliran ditanyain komitmen perampasan aset koruptor aja jawabannya malah “apa adil kalo anak/keluarganya ikut miskin.”  Emang pengen nyenengin circle-nya aja sih ini orang.
2025-09-01 03:56:29+00:00,who made the design text? SHE ATE
2025-09-01 06:02:42+00:00,"Poin Umumkan komitmen partai untuk berpihak ke rakyat itu simbolis banget, basa basi cuma nambahin biar banyak.  Diumumin tapi standar implementasinya gak jelas mau minta pertanggung jawaban juga gak bisa."
2025-09-01 04:19:57+00:00,Copot itu si ikan busuk dari kepala.
2025-09-01 03:58:33+00:00,Why isn't there anything about the president here  he's also a massive part of the problem
2025-09-01 04:30:39+00:00,"Lebih mungkin MU menang epl daripada tuntutan rakyat dikabulkan, ya gak?  @ryzcassano   @pablooord"
2025-09-01 06:13:05+00:00,menurut kalian mana aja yang bakalan bisa terpenuhi?
2025-09-01 15:16:08+00:00,"Padahal perampasan aset adalah yg paling utama yg lain nya nyusul pun GPP, aku yakin begitu banyak uang negara hanya numpuk di personal individu para maling , ingat kata pak Mahfud, 1 sektor SDA aja sudah cukup membuat rakyat Indonesia dapat jatah bulanan 20 juta per org"
2025-09-01 09:22:13+00:00,"Problem terlalu banyak tuntutan adalah banyak orang tdk akan ingat, mending tiga tuntutan biar kayak tritura"
2025-09-01 09:37:13+00:00,tuntutan siapa? yg ngomongnya rakyat mewakili siapa?
2025-09-01 04:49:21+00:00,"tolong tambahkan pengurangan tugas polisi dong, kebanyakan tugas sampai rakyat waktu ngelapor dan minta tolong ga dibantuin. bahkan direndahkan, sempat ada yg dilecehkan"
2025-09-01 09:57:02+00:00,The government and parliament after these demands:
2025-09-01 13:38:41+00:00,"Tapi, untuk 17 Tuntutan Rakyat tersebut, Deadline-nya bertepatan saat Maulid Nabi 1447 H."
2025-09-01 06:16:16+00:00,"Kok jadi lupa dgn PBB-P2?  Itukan penyebab utama jadi banyak demo di daerah-daerah, gara2 kenaikan pajak hingga 1000%"
2025-09-04 00:13:53+00:00,"Asli tuntutan 17+8 itu banyak yang receh, seakan akan demo kemarin cuma buang waktu."
2025-09-01 15:18:13+00:00,LARANGAN MANTAN TERPIDANA KORUPSI BISA MENCALONKAN DIRI KEMBALI DI SEMUA JABATAN DPR HINGGA RT.
2025-09-01 04:33:11+00:00,Bekukan kenaikan gaji/tunjangan anggota DPR dan batalkan fasilitas baru. Publikasikan transparansi anggaran.  make justice for affan
2025-09-01 04:28:30+00:00,bersihkan dan reformasi
2025-09-01 03:51:49+00:00,@grok  whats matter?
2025-09-01 04:47:42+00:00,Kepala komnas HAM nya ajah si ono ....
2025-09-01 06:27:24+00:00,"Ngeliat 2 pidato sebelumnya, tuntutan ini kemungkinan besar ga akan didengerin. Apalagi udah muncul arahan pasti dari presiden, seolah mereka udah siap menghadapi rakyat. Sadar atau tidak, ga ada satupun pejabat yg kontra dengan pemerintahan. Pemerintah vs rakyat, who’ll win?"
2025-09-01 04:36:31+00:00,Vravovo: Tuntutan teroris
2025-09-01 09:20:40+00:00,Siapa yg buat ini tiba2 jadi “Tuntutan Rakyat”?
2025-09-01 06:18:45+00:00,"point, Tangkap, Adili dan Proses Hukum Prabowo be Like"
2025-09-01 04:26:28+00:00,Plisss butuh template IG biar bisa di sharee
2025-09-01 06:30:07+00:00,Freeze it? It’s just gonna come back when it melts why not just erase it duh
2025-09-01 03:59:52+00:00,"ini dr siapa ya? kiblat kita siapa sebenernya? Mba Salsa kah? biar terorganisir, ruu perampasan asset jd dl 1thn?"
2025-09-01 07:17:55+00:00,"Tambahan dari gw  Tuntutan Nikahin letkol teddy, wo itu teddy udah nemanin lu sampe jadi presiden, Udh centil kemana mana, biar di sah in sama lu wo, jadiin letkol teddy ibu negara, sesegera mungkin"
2025-09-01 03:49:40+00:00,what ??
2025-09-01 04:31:52+00:00,Partai harus pecat atau jatuhkan sanksi tegas
2025-09-01 04:31:25+00:00,"Tim Investigasi Independen kasus Affan Kurniawan, Umar Amarudin"
2025-09-01 04:30:42+00:00,tegakkan displin internal
2025-09-01 04:30:10+00:00,dialog dengan serikat buruh
2025-09-01 04:29:43+00:00,perkuat komnas Ham
2025-09-01 04:29:25+00:00,TNI kembali ke barak
2025-09-01 04:28:59+00:00,reformasi perpajakan yang lebih adil
2025-09-01 04:27:25+00:00,"tangkap,adili, dan proses hukum secara transparan"
2025-09-01 04:23:34+00:00,"""17+8 Tuntutan Rakyat"" telah dirilis."
2025-09-01 03:50:07+00:00,@gork  explain
2025-09-01 16:37:31+00:00,@grok  what is this?
2025-09-01 16:37:45+00:00,Free alll
2025-09-01 16:24:19+00:00,Keknya duluan isrofil tuntasin tugasnya
2025-09-02 10:52:19+00:00,Kondisi DPR sekarang
2025-09-01 15:59:50+00:00,P
2025-09-03 02:45:58+00:00,Respect!!!
2025-09-01 15:44:42+00:00,"g ada yg ngusulin ""Hukuman mati"" utk para koruptor + mencabut Hak Politik utk Keluarganya?"
2025-09-04 14:09:27+00:00,"untuk tuntutan jangka pendeknya agak remeh menurut saya, hanya masalah di permukaan saja dan berfokus ke keuntungan denonstran dibanding rakyat. kebanyakan hanya akan membuat ganti boneka aja, tidak mengenai akar masalahnya"
2025-09-01 03:52:40+00:00,Hari ini pada aman kan kerja nya? Tdi otw kantor Bener2 sedih bgt liat jkt...
2025-09-01 11:26:10+00:00,"Nah ini yg hrus kita kawal bareng bareng. Sebagai bahan evaluasi bersama, kita bisa liat hasil kerja nya nanti gmn.. semoga bisa terealisasi sedikit demi sedikit, 50% nya aja itu udah alhamdulillah bgt"
2025-09-01 09:41:01+00:00,"yg di tahan, itu bukan demonstran, but anarkis, ini mau jadi anarkis country?"
2025-09-01 07:22:15+00:00,Stop MBG ga ada ya
2025-09-01 15:37:42+00:00,Sahkan RUU perampasan aset
2025-09-01 06:33:42+00:00,"Tambahin boleh gak sih, Evaluasi kembali Indikator Kemiskinan dari BPS yang sebenar2nya"
2025-09-02 23:50:38+00:00,gada hukuman mati buat dewan koruptor
2025-09-01 08:23:58+00:00,ngimpi.. TPI mimpi semustahil apapun hrus berjuang buat digapai
2025-09-01 05:50:16+00:00,ini source nya darimana gaes?? Minta yg size buat story ada gak?
2025-09-02 06:14:10+00:00,UU perampasan aset
2025-09-02 00:01:06+00:00,GANTUNG KORUPTOR blum min
2025-09-01 04:19:16+00:00,Kalo gak di turuti konsekuensinya apa nih?
2025-09-01 16:48:38+00:00,"God, please!"
2025-09-01 05:10:47+00:00,@prabowo
2025-09-01 05:39:06+00:00,Mulailah urus negara ini dengan benar
2025-09-01 04:47:26+00:00,ini boleh share ke ig gak?
2025-09-03 05:47:32+00:00,"Pelan2 tapi pasti, tuntutan rakyat mulai dipenuhi"
2025-09-01 04:33:13+00:00,kabinet sama program2nya wowo harusnya kena juga
2025-09-06 12:16:36+00:00,"Kasihan, mahasiswanya ga tau, masalah utama adalah pemotongan transfer ke daerah yg menyebabkan uang yg berputar didaerah berkurang ratusan milyar. Pasar kosong, buka toko juga percuma. Artina masih berusaha juga sulit."
2025-09-01 04:35:11+00:00,"Sebenarnya kalau Prabowo mau dipercaya rakyat, ga usah minta. Lakuin ini aja, rakyat paling udah mulai percaya.."
2025-09-01 16:33:18+00:00,Lebih percaya gw menang lotre taon ini daripada ini terpenuhi semua.
2025-09-01 12:56:55+00:00,"@grok  menurutmu kenapa ada banyak orang yang tidak setuju perampasan aset bagi pelaku pidana korupsi? Bahkan ada yg beralasan bisa merugikan rakyat, apakah itu termasuk ciri pernyataan buzzer? Kan untuk terpidana korupsi saja . Jelaskan bagi saya yg kurang mampu berpikir ini"
2025-09-01 06:36:08+00:00,how can u demanding human rights to the executor who against it?
2025-09-01 04:21:22+00:00,* Ruu perampasan aset * Gaji guru or tenaga media & UMR  gak rela banget gaji n tunjangan anggota DPR 30x lebih banyak Dari rakyat   Menurutku ini harus jadi top7
2025-09-02 19:40:16+00:00,Hukum mati koruptornya mana? Sama tidak boleh ada transaksi cash diatas 10 juta biar gak gampang money laundry dan suap. Mana? Yang paling penting kok malah gak ada. Bikin tuntutan tapi gak ajak2 ya gini pasti ada yang miss.
2025-09-01 04:15:19+00:00,Paling cuma sebiji dua biji doang yg dipenuhi
2025-09-01 06:08:53+00:00,sayang parpol ga kena.
2025-09-01 04:00:49+00:00,Harusnya Sahkan RUU Perampasan harta Koruptor di stabilo
2025-09-03 02:37:17+00:00,"mari kita kawal, pelan2 akan terealisasi..."
2025-09-01 12:50:47+00:00,Jgn lupa libatkan ulama
2025-09-01 06:56:28+00:00,"yang bikin tuntutan masih berharap jadi anggota DPR, mau jadi pahlawan juga kisah nya ini, tidak murni perjuangan perubahan."
2025-09-01 10:57:35+00:00,One of the polwan said this on her ig story. I’m sick
2025-09-02 03:56:00+00:00,"IMF , BANK DUNIA , WALLSTREET, KONSORSIUM INVESTOR SOROS dkk, KONSORSIUM INVESTOR TIONGKOK - HONGKONG plus KONSORSIUM INVESTOR SINGAPORE dkk : 'SIAP BANTU AMBIL ALIH KELOLA  SUMBER EKONOMI & KEUANGAN PLUS ASSET BUMN untuk Kebaikan bersama'. Selamat Datang Krisis Moneter RI 2026."
2025-09-01 08:32:01+00:00,intinya susah kalo masih ada anak cucu Soekarno  puan harus lengser
2025-09-01 06:43:18+00:00,Nunggu como juara serie A dlu ya
2025-09-01 07:49:38+00:00,Kayanya thn ini MU juara epl lebih masuk akal dr itu semua dah
2025-09-01 15:15:17+00:00,YG PALING PENTING SKEG ITU SAHKAN UU PERAMPASAN ASET KORUPTOR / HUKUM MATI KORUPTOR!!!
2025-09-01 04:26:18+00:00,Lebih percaya emyu juara EPL musim ini dibanding smua tuntutan di atas terpenuhi semua.
2025-09-01 06:51:57+00:00,Sebarkan sebanyak - banyaknya dan seluas - luasnya.
2025-09-01 05:22:19+00:00,"tetap positif aja. sapa tau terpenuhi. bagi yang punya kuasa, tolong dibaca karena ini yang dibutuhkan. asal nggak serakahnya kebangeten bisa kok. ibarat pohon kalau nggak pernah dipupuk, dibuang benalunya, juga nggak bisa buah"
2025-09-02 14:46:44+00:00,Tuntutan macam apa ini
2025-09-01 18:45:09+00:00,Mana ada pejabat mau nurutin kemauan rakyat yg hidup susah kyk saya
2025-09-01 10:45:21+00:00,Desainya aneh
2025-09-01 04:39:58+00:00,And They be like How about no.. Just No
2025-09-01 04:11:43+00:00,Gaskeun
2025-09-01 04:47:36+00:00,Looks like everyone's betting on a miracle instead of actual change...  Maybe we should start a prayer circle for genuine reform!
2025-09-01 04:54:45+00:00,keren jg ex bos gw yg mempelopori (hidup mantappu)
2025-09-01 05:38:30+00:00,btw ada alesan knp kli ini milih warna pink dan ijo ga?
2025-09-01 04:38:12+00:00,Halaah tuntutannya selalu TNI & TNI justru TNI yg selama ini dikebiri kemarin demo TNI  bisa bersama rakyat g seperti parcok ngumpet -pensiun DPR hapuskan -tunjangan & bonus para pejabat dr semua lembaga & institusi hapuskan -pajak rakyat kembalikan ke semula angkat bisnis UMKM
2025-09-01 05:52:52+00:00,"@prabowo  baca, wok"
2025-09-01 04:02:38+00:00,min ksih sumber ny jg
2025-09-02 01:26:11+00:00,I have 2 questions. Siapa yg menyusun tuntutan rakyat ini dan gimana proses perumusannya? Siapa yg kita percaya/expect buat melaksanakan semua tuntutan td?
2025-09-01 04:42:14+00:00,KOK GUE NGITUNGNYA YG 1 MINGGU CUMA ADA 16 POIN?
2025-09-02 02:36:12+00:00,"+ 1 tolong permudah akses pendidikan dan tingkatkan kualitas pengajar, udh itu aja"
2025-09-01 04:03:25+00:00,LET WE SPREAD IT
2025-09-01 10:39:07+00:00,"kasian ya kerjanya banyak, coba dari dulu dicicil jadi kan enak paling sekarang ga banyak tuntutannya"
2025-09-01 12:19:29+00:00,"Mengingat bangsa kita ini menganut sistem kakistokrasi, nampaknya agak berat untuk memenuhi tuntutan² tsb."
2025-09-01 05:12:27+00:00,"@DPR_RI   @prabowo  janlup dl nya yaa, dikerjain, ditandain di kalender ya..."
2025-09-01 04:20:58+00:00,lebih yakin emyu degradasi keknya daripada pemerintah yang memenuhi tuntutan
2025-09-01 10:05:26+00:00,La.UU Peramapasan aset e endi?
2025-09-01 04:42:31+00:00,"Itu 16+8 deh, ato gw salah hitung?"
2025-09-02 10:17:24+00:00,"Yang tuntutan within 1 week nggak sampai 17 saya hitung, cuma ada 16."
2025-09-01 06:41:45+00:00,Sesuatu yg hilang dari era ke pemerintahan presiden ke-7 sampai sekarang. Bastard
2025-09-03 05:37:31+00:00,+1 UMR-kan gaji DPR biar bubar sendiri
2025-09-01 04:36:22+00:00,"pdhal tnggal adili Mulyono, 25 tuntutan kelar sekaligus"
2025-09-01 13:15:59+00:00,today i barked at the policeman riding his moge di jalan toll. Would’ve ran him over if I didn’t have to make minimum wage and unpaid overtime
2025-09-01 10:04:00+00:00,"Yakin bagi mereka ini realistis dan bakal didengerin semua ?? Nyuruh penuhi semua sama aja nyuruh mereka bunuh diri cik, 1 tuntutan demo skala besar yang dulu2 aja gak dipeduliin sampe sekarang, yang kita lawan tu mafia weh kita punya alat negosiasi apa buat ngancem mereka ?"
2025-09-01 05:58:33+00:00,"Jangan singgung2 HAM, apalagi HAM berat."
2025-09-01 12:11:22+00:00,"@prabowo  nih pak your time to shine Ga usah bingung mesti apa, lakuin aja di atas   Mumpung momennya ada, manfaatin pak (plis)"
2025-09-01 11:45:33+00:00,"Tolong ya allah realisasikan poin upah layak untuk guru, nakes dan semuanya"
2025-09-03 01:19:08+00:00,Sayang ngak ada tuntutan buat intel/provokator/buzzer...
2025-09-02 19:47:54+00:00,warga jaga warga
2025-09-01 05:49:27+00:00,Apakah kalau perkuat KOMNAS HAM bisa jadi bahan perlindungan koruptor utk tidak dihukum mati nantinya?
2025-09-03 10:52:08+00:00,Terlalu surface-level dan ada titipan titipan ah. Kepentingan bangsa nya mana
2025-09-01 06:33:30+00:00,Tentu tanpa S & K .....
2025-09-01 10:16:12+00:00,hapus kerja sistim kontrak !
2025-09-01 06:58:32+00:00,Turunkan 80 persen gaji dpr
2025-09-01 03:48:43+00:00,Yang english sekalian min
2025-09-01 04:35:36+00:00,"All of them make sense, Timor Leste."
2025-09-01 11:37:59+00:00,Yg membuat tuntutan ini siapa min ?
2025-09-01 17:41:33+00:00,Wow..aspirasi yg menuntut jkw diadili di skip. Alus jg maennya
2025-09-11 07:41:05+00:00,@grok  terangkan berkaitan perkara ini. Adakah sudah dilakukan oleh pemerintah
2025-09-01 05:13:46+00:00,Bikinan si salsa ini?
2025-09-01 09:17:11+00:00,0.1% chance all of this happens
2025-09-02 09:29:51+00:00,audit bumn nya mane yeee
2025-09-01 04:08:08+00:00,17 + 8 brp wo
2025-09-01 04:27:16+00:00,"NITIP! uu ite diupdate dong penyalahgunaan ai untuk editan pornografi yg ditindak jgn cuman distributornya, tapi yg ngedit juga."
2025-09-01 07:29:39+00:00,Reply nya bot cenblue jir
2025-09-01 14:18:43+00:00,"Ganti wapres dan copot semua pejabat geng solo, tangkap bandar judol.  @KemensetnegRI   @OfficialBIN_RI   @susipudjiastuti   @DokterTifa   @aniesbaswedan   @CIA"
2025-09-01 09:03:54+00:00,ini sih lebih ke arah sebel ke TNI/Polri ..aneh
